time,Z7,Z6,Z5,Z4,Z3,Z2,Z1,Z0,X3,X2,X1,X0,Y3,Y2,Y1,Y0,A_val,B_val,Z_val,Expected,Pass
1.2025e-06,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,15,0,0,True
1.2075e-06,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,15,15,15,True
1.2125e-06,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,2,15,30,30,True
1.2175e-06,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,3,15,45,45,True
1.2225e-06,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,4,15,60,60,True
1.2275e-06,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,5,15,75,75,True
1.2325e-06,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,6,15,90,90,True
1.2375e-06,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,7,15,105,105,True
1.2425e-06,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,8,15,120,120,True
1.2475e-06,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,9,15,135,135,True
1.2525e-06,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,10,15,150,150,True
1.2575e-06,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,11,15,165,165,True
1.2625e-06,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,12,15,180,180,True
1.2675e-06,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,13,15,195,195,True
1.2725e-06,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,14,15,210,210,True
1.2775e-06,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,15,15,225,225,True
