time (s),v("/Z7" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X0" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y0" ?result "tran") (V)
1.075E-6,-5.281E-6,1.200,985.0E-6,3.538E-3,1.199,17.10E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-5.673E-6,1.200,-159.7E-6,3.108E-3,1.199,14.60E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-5.553E-6,1.200,-1.808E-3,2.771E-3,1.199,17.09E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-4.566E-6,1.200,-3.684E-3,2.422E-3,1.199,14.60E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-2.461E-6,1.200,-4.731E-3,2.076E-3,1.199,17.05E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-217.3E-9,1.200,-5.204E-3,1.807E-3,1.199,14.59E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,1.405E-6,1.200,-5.513E-3,1.504E-3,1.199,17.02E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,2.171E-6,1.200,-5.897E-3,1.209E-3,1.199,14.57E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,2.110E-6,1.200,-6.545E-3,840.9E-6,1.199,16.97E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,825.0E-9,1.200,-7.567E-3,567.6E-6,1.199,14.56E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-234.7E-9,1.200,-9.377E-3,322.1E-6,1.199,16.93E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-431.6E-9,1.200,-12.71E-3,181.8E-6,1.199,14.51E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-77.08E-9,1.200,-7.833E-3,88.58E-6,1.199,16.89E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-100.5E-9,1.200,2.650E-3,90.88E-6,1.199,14.47E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-53.78E-9,1.200,39.20E-3,54.59E-6,1.199,16.88E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-19.12E-9,1.200,158.2E-3,59.35E-6,1.199,14.46E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-42.98E-9,1.200,305.1E-3,30.34E-6,1.199,16.85E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-145.1E-9,1.200,549.2E-3,41.02E-6,1.199,14.45E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-268.8E-9,1.200,860.7E-3,12.96E-6,1.199,16.79E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-437.8E-9,1.200,1.066,26.93E-6,1.200,14.41E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-449.4E-9,1.200,1.140,3.892E-6,1.200,16.78E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,-220.2E-9,1.200,1.164,20.85E-6,1.200,14.42E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,161.2E-9,1.200,1.178,149.1E-9,1.200,16.77E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,309.6E-9,1.200,1.184,18.20E-6,1.200,14.42E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,362.5E-9,1.200,1.190,-1.931E-6,1.200,16.72E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,219.4E-9,1.200,1.193,15.48E-6,1.200,14.38E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,65.73E-9,1.200,1.195,-5.375E-6,1.200,16.67E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,18.66E-9,1.200,1.197,10.22E-6,1.200,14.35E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,94.87E-9,1.200,1.199,-9.201E-6,1.200,16.60E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,99.99E-9,1.200,1.199,7.874E-6,1.200,14.29E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,95.68E-9,1.200,1.200,-9.477E-6,1.200,16.53E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,63.47E-9,1.200,1.200,8.127E-6,1.200,14.18E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,64.56E-9,1.200,1.200,-9.043E-6,1.200,16.40E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,44.61E-9,1.200,1.200,8.454E-6,1.200,14.01E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,56.54E-9,1.200,1.200,-8.782E-6,1.200,16.15E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.075E-6,42.43E-9,1.200,1.200,8.581E-6,1.200,13.64E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.076E-6,56.45E-9,1.200,1.200,-8.628E-6,1.200,15.58E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.076E-6,42.18E-9,1.200,1.200,8.609E-6,1.200,12.92E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.076E-6,56.60E-9,1.200,1.200,-8.555E-6,1.200,14.65E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.076E-6,42.02E-9,1.200,1.200,8.600E-6,1.200,11.75E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.076E-6,56.70E-9,1.200,1.200,-8.515E-6,1.200,13.15E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.077E-6,41.91E-9,1.200,1.200,8.585E-6,1.200,9.933E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.077E-6,56.75E-9,1.200,1.200,-8.490E-6,1.200,10.99E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.078E-6,41.83E-9,1.200,1.200,8.572E-6,1.200,7.500E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.079E-6,56.76E-9,1.200,1.200,-8.475E-6,1.200,8.357E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.080E-6,41.76E-9,1.200,1.200,8.561E-6,1.200,5.196E-6,1.200,1.200,0.000,1.200,1.200,1.200,1.200,1.200,0.000,1.200
1.080E-6,118.2E-9,1.200,1.200,2.187E-6,1.200,5.554E-6,1.200,1.200,1.172E-3,1.199,1.199,1.199,1.200,1.200,0.000,1.200
1.080E-6,356.4E-9,1.200,1.200,-679.2E-9,1.200,4.042E-6,1.200,1.200,3.516E-3,1.196,1.196,1.196,1.200,1.200,0.000,1.200
1.080E-6,918.4E-9,1.200,1.200,960.7E-9,1.200,-680.1E-9,1.200,1.200,8.203E-3,1.192,1.192,1.192,1.200,1.200,0.000,1.200
1.080E-6,1.898E-6,1.200,1.200,-774.8E-9,1.200,-8.957E-6,1.200,1.199,17.58E-3,1.182,1.182,1.182,1.200,1.200,0.000,1.200
1.080E-6,3.677E-6,1.200,1.200,-152.1E-9,1.200,-25.49E-6,1.200,1.199,36.33E-3,1.164,1.164,1.164,1.200,1.200,0.000,1.200
1.080E-6,6.341E-6,1.200,1.200,-2.423E-6,1.200,-54.02E-6,1.200,1.198,73.83E-3,1.126,1.126,1.126,1.200,1.200,0.000,1.200
1.080E-6,9.159E-6,1.200,1.200,-2.854E-6,1.200,-96.72E-6,1.200,1.196,148.8E-3,1.051,1.051,1.051,1.200,1.200,0.000,1.200
1.080E-6,9.414E-6,1.200,1.200,-4.780E-6,1.200,-134.1E-6,1.200,1.195,277.5E-3,922.5E-3,922.5E-3,922.5E-3,1.200,1.200,0.000,1.200
1.080E-6,7.068E-6,1.200,1.200,-2.937E-6,1.200,-140.1E-6,1.200,1.195,440.1E-3,759.9E-3,759.9E-3,759.9E-3,1.200,1.200,0.000,1.200
1.080E-6,5.448E-6,1.200,1.200,-733.8E-9,1.200,-74.88E-6,1.200,1.196,643.2E-3,556.8E-3,556.8E-3,556.8E-3,1.200,1.200,0.000,1.200
1.080E-6,3.026E-6,1.200,1.200,8.991E-6,1.200,124.2E-6,1.200,1.201,803.0E-3,397.0E-3,397.0E-3,397.0E-3,1.200,1.200,0.000,1.200
1.080E-6,97.10E-9,1.200,1.200,20.11E-6,1.200,418.2E-6,1.200,1.209,919.8E-3,280.2E-3,280.2E-3,280.2E-3,1.200,1.200,0.000,1.200
1.080E-6,-4.887E-6,1.200,1.200,33.86E-6,1.201,771.4E-6,1.200,1.218,1.038,161.6E-3,161.6E-3,161.6E-3,1.200,1.200,0.000,1.200
1.080E-6,-17.28E-6,1.200,1.200,41.02E-6,1.201,1.061E-3,1.200,1.226,1.132,67.97E-3,67.97E-3,67.97E-3,1.200,1.200,0.000,1.200
1.080E-6,-33.12E-6,1.200,1.200,47.39E-6,1.201,1.272E-3,1.201,1.233,1.200,17.70E-12,17.70E-12,17.70E-12,1.200,1.200,0.000,1.200
1.080E-6,-33.54E-6,1.200,1.200,47.05E-6,1.201,1.277E-3,1.201,1.233,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-34.42E-6,1.200,1.200,47.21E-6,1.201,1.288E-3,1.201,1.233,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-36.22E-6,1.200,1.200,47.97E-6,1.201,1.310E-3,1.201,1.234,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-39.80E-6,1.200,1.200,48.99E-6,1.201,1.352E-3,1.201,1.236,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-46.93E-6,1.200,1.200,50.81E-6,1.201,1.427E-3,1.201,1.238,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-60.29E-6,1.200,1.200,52.46E-6,1.201,1.550E-3,1.201,1.243,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-76.83E-6,1.200,1.200,52.31E-6,1.201,1.683E-3,1.201,1.249,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-89.07E-6,1.200,1.200,50.28E-6,1.201,1.780E-3,1.201,1.256,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-95.30E-6,1.200,1.200,46.28E-6,1.201,1.856E-3,1.201,1.265,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-94.64E-6,1.200,1.200,41.34E-6,1.201,1.939E-3,1.201,1.277,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-87.22E-6,1.200,1.200,37.15E-6,1.201,2.079E-3,1.201,1.283,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-68.32E-6,1.200,1.200,23.24E-6,1.201,2.003E-3,1.200,1.233,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-27.61E-6,1.200,1.200,-20.50E-6,1.201,1.187E-3,1.199,1.123,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,75.34E-6,1.200,1.200,-102.4E-6,1.199,-1.011E-3,1.197,959.6E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,333.8E-6,1.200,1.200,-254.0E-6,1.195,-6.424E-3,1.195,662.8E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,578.4E-6,1.200,1.200,-377.7E-6,1.191,-11.71E-3,1.194,416.8E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,791.2E-6,1.200,1.200,-469.7E-6,1.188,-17.17E-3,1.193,210.1E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,928.9E-6,1.200,1.200,-517.8E-6,1.185,-21.69E-3,1.192,109.4E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.020E-3,1.200,1.200,-546.3E-6,1.183,-25.72E-3,1.191,64.02E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.088E-3,1.200,1.200,-562.8E-6,1.181,-30.10E-3,1.191,37.18E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.131E-3,1.200,1.200,-567.6E-6,1.180,-34.49E-3,1.191,22.35E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.154E-3,1.200,1.200,-562.6E-6,1.180,-39.38E-3,1.192,11.99E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.145E-3,1.200,1.200,-551.3E-6,1.183,-39.75E-3,1.197,6.230E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.104E-3,1.200,1.199,-546.5E-6,1.184,-23.30E-3,1.205,3.422E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.052E-3,1.200,1.199,-536.5E-6,1.189,15.24E-3,1.215,2.183E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,987.8E-6,1.200,1.200,-488.4E-6,1.198,75.67E-3,1.227,1.409E-3,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,855.1E-6,1.200,1.200,-386.5E-6,1.210,161.9E-3,1.239,926.5E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,619.7E-6,1.200,1.200,-228.4E-6,1.218,254.2E-3,1.232,592.9E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,135.9E-6,1.200,1.200,1.262E-6,1.221,330.9E-3,1.207,461.2E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-1.207E-3,1.200,1.200,262.6E-6,1.220,407.4E-3,1.171,317.8E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-2.861E-3,1.200,1.201,500.9E-6,1.219,469.5E-3,1.138,278.6E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-4.099E-3,1.199,1.202,668.3E-6,1.216,513.8E-3,1.113,210.6E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-5.423E-3,1.199,1.203,842.7E-6,1.206,566.1E-3,1.084,200.9E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-6.487E-3,1.199,1.204,968.7E-6,1.189,615.8E-3,1.057,143.1E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-7.575E-3,1.199,1.206,1.055E-3,1.160,678.1E-3,1.022,140.4E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-8.865E-3,1.199,1.209,992.6E-6,1.108,772.1E-3,967.3E-3,75.55E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-9.577E-3,1.199,1.211,763.0E-6,1.067,833.9E-3,927.4E-3,84.37E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-10.30E-3,1.199,1.214,263.1E-6,1.021,895.8E-3,880.5E-3,39.74E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-11.12E-3,1.199,1.216,-741.5E-6,963.3E-3,955.3E-3,821.8E-3,52.04E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-12.38E-3,1.199,1.219,-2.021E-3,876.8E-3,1.019,730.1E-3,10.24E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-13.96E-3,1.199,1.222,-2.350E-3,780.0E-3,1.067,622.3E-3,27.11E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-16.02E-3,1.199,1.227,-1.918E-3,671.0E-3,1.103,500.2E-3,-5.214E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-18.92E-3,1.199,1.237,-1.123E-3,536.6E-3,1.132,362.4E-3,16.79E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-21.66E-3,1.200,1.243,-507.1E-6,401.6E-3,1.151,251.6E-3,-10.12E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-20.92E-3,1.200,1.202,-89.97E-6,281.4E-3,1.165,170.9E-3,13.45E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,-10.80E-3,1.200,1.086,128.0E-6,206.3E-3,1.173,123.5E-3,-11.31E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,12.40E-3,1.201,927.2E-3,260.4E-6,157.9E-3,1.178,93.79E-3,12.52E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,75.11E-3,1.203,707.7E-3,366.7E-6,117.6E-3,1.182,69.71E-3,-11.56E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,185.7E-3,1.205,457.8E-3,440.4E-6,87.62E-3,1.186,52.09E-3,12.08E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,351.2E-3,1.208,206.9E-3,492.0E-6,63.95E-3,1.188,38.40E-3,-11.47E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,499.3E-3,1.210,94.81E-3,514.6E-6,50.85E-3,1.190,30.88E-3,11.76E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,628.9E-3,1.212,52.38E-3,523.7E-6,42.45E-3,1.191,26.08E-3,-11.55E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,757.2E-3,1.213,30.34E-3,527.4E-6,35.85E-3,1.191,22.30E-3,11.56E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,892.7E-3,1.215,17.36E-3,527.0E-6,30.02E-3,1.192,18.97E-3,-11.35E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.041,1.217,8.818E-3,521.9E-6,23.99E-3,1.192,15.51E-3,11.36E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.116,1.220,5.351E-3,514.3E-6,19.90E-3,1.193,13.16E-3,-11.00E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.148,1.222,3.457E-3,505.7E-6,16.79E-3,1.193,11.36E-3,11.26E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.170,1.226,1.839E-3,492.0E-6,13.41E-3,1.193,9.381E-3,-10.91E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.179,1.229,922.6E-6,481.1E-6,11.52E-3,1.193,8.262E-3,11.08E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.186,1.232,-345.2E-6,461.0E-6,9.336E-3,1.193,6.958E-3,-10.88E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.189,1.230,-2.029E-3,431.6E-6,7.534E-3,1.193,5.861E-3,10.89E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.190,1.216,-3.561E-3,398.2E-6,6.223E-3,1.194,5.052E-3,-10.75E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.191,1.188,-5.363E-3,366.1E-6,5.293E-3,1.197,4.465E-3,10.73E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.193,1.146,-7.009E-3,338.8E-6,4.668E-3,1.203,4.052E-3,-10.69E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.194,1.096,-8.562E-3,312.6E-6,4.181E-3,1.212,3.709E-3,10.63E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.195,1.054,-9.690E-3,290.2E-6,3.828E-3,1.221,3.449E-3,-10.58E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.197,1.018,-10.46E-3,270.7E-6,3.559E-3,1.231,3.243E-3,10.50E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.198,990.6E-3,-10.68E-3,255.6E-6,3.362E-3,1.237,3.093E-3,-10.47E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,951.7E-3,-10.22E-3,236.6E-6,3.132E-3,1.223,2.915E-3,10.37E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.200,915.5E-3,-9.039E-3,221.9E-6,2.964E-3,1.187,2.785E-3,-10.33E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.202,875.9E-3,-7.480E-3,209.1E-6,2.834E-3,1.141,2.679E-3,10.31E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.203,829.6E-3,-5.666E-3,197.0E-6,2.724E-3,1.091,2.583E-3,-10.17E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.204,760.4E-3,-3.423E-3,183.2E-6,2.641E-3,1.027,2.477E-3,10.17E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.204,680.6E-3,-1.340E-3,171.4E-6,2.635E-3,965.6E-3,2.386E-3,-10.03E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.204,542.8E-3,1.186E-3,157.0E-6,2.852E-3,879.3E-3,2.274E-3,10.05E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.202,363.2E-3,3.718E-3,143.3E-6,3.452E-3,781.8E-3,2.164E-3,-9.910E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.201,173.4E-3,6.127E-3,130.8E-6,4.623E-3,668.0E-3,2.059E-3,9.889E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.200,76.16E-3,7.583E-3,120.8E-6,5.799E-3,567.0E-3,1.980E-3,-9.750E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,40.49E-3,8.123E-3,112.6E-6,6.813E-3,481.0E-3,1.922E-3,9.890E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,22.20E-3,8.188E-3,104.1E-6,7.855E-3,391.9E-3,1.864E-3,-9.720E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,13.11E-3,7.816E-3,96.04E-6,8.856E-3,307.9E-3,1.808E-3,9.736E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,7.933E-3,7.108E-3,86.95E-6,9.757E-3,221.9E-3,1.740E-3,-9.599E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,5.414E-3,6.083E-3,77.39E-6,11.03E-3,145.3E-3,1.664E-3,9.631E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,4.352E-3,5.314E-3,67.73E-6,14.56E-3,100.4E-3,1.602E-3,-9.499E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,3.814E-3,4.784E-3,61.57E-6,14.01E-3,76.67E-3,1.561E-3,9.558E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,3.344E-3,4.364E-3,58.63E-6,11.02E-3,59.13E-3,1.521E-3,-9.427E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,3.145E-3,4.123E-3,57.95E-6,8.423E-3,51.50E-3,1.502E-3,9.401E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,2.888E-3,3.897E-3,57.20E-6,4.530E-3,43.69E-3,1.477E-3,-9.089E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,2.728E-3,3.688E-3,56.49E-6,1.039E-3,38.39E-3,1.460E-3,9.286E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,2.485E-3,3.468E-3,54.99E-6,-3.611E-3,32.22E-3,1.434E-3,-9.027E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,2.319E-3,3.246E-3,53.72E-6,-6.506E-3,27.70E-3,1.414E-3,9.029E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,2.071E-3,3.009E-3,52.04E-6,-7.923E-3,22.58E-3,1.385E-3,-8.885E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.912E-3,2.787E-3,50.73E-6,-7.347E-3,19.17E-3,1.362E-3,8.883E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.714E-3,2.595E-3,49.13E-6,-2.649E-3,16.02E-3,1.336E-3,-8.751E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.605E-3,2.425E-3,47.81E-6,9.844E-3,14.12E-3,1.318E-3,8.744E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.469E-3,2.300E-3,44.81E-6,38.66E-3,12.44E-3,1.298E-3,-8.600E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.372E-3,2.140E-3,41.12E-6,85.17E-3,11.00E-3,1.280E-3,8.581E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
1.080E-6,1.199,1.205E-3,1.969E-3,36.93E-6,174.9E-3,9.285E-3,1.252E-3,-8.447E-6,1.200,0.000,0.000,0.000,1.200,1.200,0.000,1.200
